"sentence","category"
"horrible apps.I m disappointing that I have chosen WordPress instead of blogspot for my new blog.why this technical things error again and again repeated.is there anyone to help.","OTHER"
"Often unable to save/upload posts and posts get missing.","OTHER"
"I love it","OTHER"
"Won't let me log in.","OTHER"
"Says my user name and password is incorrect.","OTHER"
"Congratulations to all developers who spent time to develop this awesome apps.","OTHER"
"Thank you too as you are so kind to make it free!!!","OTHER"
"Its really simple n helpful for me to manage several wordpress website especially for people who travel alot.","OTHER"
"I also hope you will enhance type function.","OTHER"
"Thanks yaw!!!","OTHER"
"Works excellent.","OTHER"
"I installed WordPress to my host customized it and downloaded this app to quickly create posts and all the other stuff it can do.","OTHER"
"Works perfect my need to quickly post to my WordPress blog!","OTHER"
"I can't even log on.","PROBLEM DISCOVERY"
"Telling me my login info is wrong.","OTHER"
"I tried 20 times and can log in from my iPhone and computer, but not on Droid app.","PROBLEM DISCOVERY"
"Nice job guys","OTHER"
"Too slow","OTHER"
"The only thing I wish is that you can access your media files","INFORMATION GIVING"
"I can sign in online but not through the mobile app.","OTHER"
"Just dont get it.","INFORMATION GIVING"
"I was so brilliant I figured it out myself!!","OTHER"
"Very good","OTHER"
"Always a good thing!","OTHER"
"Syntax.","OTHER"
"This is not an update, it's a downdate.","OTHER"
"Most of the functionality I value most, such as adding photo's, revisiting and reviewing posts and gaining access to the 'dashboard' are removed.","FEATURE REQUEST"
"The new version of the app.","OTHER"
"having less to offer than the previous.","OTHER"
"If you like going backwards this would seem appealing.","OTHER"
"To me the accolade 'update' seems inappropriate.","OTHER"
"Put in correct log in and ppassword and wont sign me in, but signs in fine on desktop pc","OTHER"
"Posts never gets uploaded and the stuff I blog is gone.","OTHER"
"Constant Attaching media failed msg.","PROBLEM DISCOVERY"
"Never gets published in the first go.","OTHER"
"VERY DISSATISFIED!!!!!","OTHER"
"Crappy application.","OTHER"
"I've hosting my own wp website.","OTHER"
"When I try to login to it, it said incorrect.but  I believe it's the correct login parameter.","INFORMATION GIVING"
"Please fix it.","PROBLEM DISCOVERY"
"Can't even download on note2","PROBLEM DISCOVERY"
"The power of publishing in my hands now.","OTHER"
"Can't get connected to my self hosted website.","PROBLEM DISCOVERY"
"Very useful to update my selfhosted blog","OTHER"
"Initially I could not get it to log in using my username.","PROBLEM DISCOVERY"
"I eventually managed to get my email to work.","OTHER"
"I was very dissappointed that it does not support cutting and pasting from other applications.","OTHER"
"This make posting URLs and spell checking larger post diffcult at best.","OTHER"
"I'm really not sure what the other reviews are complaining about.","OTHER"
"the app works great on my RAZR!","OTHER"
"It does what it says, and says what it does!","OTHER"
"(must be ""user error"" with the other folks)","OTHER"
"new updates + ui are a significant improvement over old app","OTHER"
"Every attempt I make something goes wrong,  first it would tell me my password needed a combination of uppercase and lowercase letters which it did and it wouldn't allow me to use the password.","PROBLEM DISCOVERY"
"Now it will not even type in the text box the password when I attempt to type it.","PROBLEM DISCOVERY"
"Please fix","PROBLEM DISCOVERY"
"I have been very fond of WordPress since I first started using the online version.","OTHER"
"I started using the app almost two years ago and I have to say I absolutely love it and use it more than the online version.","OTHER"
"I've never had a problem with it and the latest updates have been splendid.","INFORMATION GIVING"
"Whenever I try to edit post it shows only in html code.","OTHER"
"Realy disappointed.","OTHER"
"Cant upload pics, gives an error message and says my blog address doesnt exist.","PROBLEM DISCOVERY"
"I can't even get past the first login screen to create a new blog.","PROBLEM DISCOVERY"
"Very frustrating.","OTHER"
"Outstanding.","OTHER"
"too good,n make eassy user friendlly","OTHER"
"Tried several times, can't login to my newly created blog.","PROBLEM DISCOVERY"
"I like it.","OTHER"
"Awesome","OTHER"
"I used to have access to the app without any hassle and I just haven't got any luck with the 2 step authentication   please help","OTHER"
"Great tool, ultra comprehensive.","OTHER"
"Doesn't work the same as on a computer, trying to get used to it, still can't figure out how to view my blog, but then i just have it open as a website on the side.","PROBLEM DISCOVERY"
"Best app in this world","OTHER"
"I wish I could see my draft posts.","FEATURE REQUEST"
"It sucks that I can't start a post on the computer and finish it on my phone.","PROBLEM DISCOVERY"
"Also the notifications are really unclear, App needs an overhaul","OTHER"
"I have a self hosted WordPress installation for my blog, and I thought this app would help me edit and publish from anywhere, but it doesn't work.","PROBLEM DISCOVERY"
"Anything I compose in the app is locked to my phone, no way to push drafts to my browser on my PC.","OTHER"
"Can't upload media to my WP installation on my server either.","PROBLEM DISCOVERY"
"Trying to publish from the app gives me errors.","PROBLEM DISCOVERY"
"I'll be replacing this app with something else, it's only frustrated me.","OTHER"
"Great content manager.","OTHER"
"Thanks","OTHER"
"Awesome","OTHER"
"Works perfectly now.","OTHER"
"Thanks, developers!","OTHER"
"I can't even make my acc.","PROBLEM DISCOVERY"
"Pls fix this","PROBLEM DISCOVERY"
"Useless.","OTHER"
"Lost my an hour trying to post anything.","OTHER"
"This app is great.","OTHER"
"It let's you post pictures, reviews,cheat codes and practically anything you want and all for free.","INFORMATION GIVING"
"This app is amazing with so many features and being able to post drawings as well.","INFORMATION GIVING"
"I would recommend out to nearly anyone.","OTHER"
"Awesome app","OTHER"
"Can't update my current posts it says my password and screen name are invalid.","PROBLEM DISCOVERY"
"What gives?","OTHER"
"Yes","OTHER"
"I can't log in im a new in wordpress.","PROBLEM DISCOVERY"
"I registered and wa la.","OTHER"
"Can't log in.","PROBLEM DISCOVERY"
"No response http?","OTHER"
"Please fix this.","PROBLEM DISCOVERY"
"Excellent app","OTHER"
"The latest update with the new design is a huge improvement!","OTHER"
"I never really used this app cos it just wasn't functional, and never synced properly.","OTHER"
"Now it looks way better, has an easy to use menu and refreshes when you open each menu item.","OTHER"
"Upgrading my rating from 3 to 5 stars, thanks :)","OTHER"
"Best","OTHER"
"EVERYONE NEEDS THIS","FEATURE REQUEST"
"Good but pointless on nexus 7 I just use chrome with force website version checked in settings, and I can run my 20 plus site multisite on the toilet .","INFORMATION GIVING"
"love progress","OTHER"
"I really need this app because i have a really important wordpress blog to take care.What I want is: 1.stop saying upload failed 2.my draft keep disapearing So please please please update I'm sure you can do better than that","FEATURE REQUEST"
"All apps have glitches.","OTHER"
"Nothing is flawless.","OTHER"
"I am a blogger at WordPress and absolutely love this app.","OTHER"
"!","OTHER"
"Works good enough :)","OTHER"
"Nearly as good as the actual website!","OTHER"
"Love the app and it allows me to keep updating the blog all day!","OTHER"
"Very very nyc app","OTHER"
"Just what the doctor ordered!","OTHER"
"I've been using this app for long time and it really helped me to handle my blog even in the absence of computers.","OTHER"
"I appreciate the quick updates as well.","OTHER"
"But I do have one request to Automattic team.","OTHER"
"Kindly add the ""bullets and numbering"" option to the editor so that we can add the points easily.","FEATURE REQUEST"
"Kindly add it in the next update.","OTHER"
"If will be perfect then.","OTHER"
"Good app","OTHER"
"This app realy help for me to manage my wordpress blog.","OTHER"
"Mantap","OTHER"
"Simple dan memudahkan,","OTHER"
"Not using anymore","OTHER"
"Absolute carp.","OTHER"
"Doesn't connect to my blog at all","INFORMATION SEEKING"
"Worked well for a while the broke and refused to upload posts","OTHER"
"It is fabulous app  I can manage all my stuff from my Palm.","OTHER"
"Thank you developer.","OTHER"
"So far.","OTHER"
"Convenient.","OTHER"
"If multiple account login with switch is much more attractive for multiple domain webmaster.","OTHER"
"Now using it again for next site/phone","OTHER"
"Cmon.","OTHER"
"whats the reason u all spooky","OTHER"
"Unable to upload post.","OTHER"
"Please check.","OTHER"
"Why is it so bad","INFORMATION SEEKING"
"Heyy whats wrong with this program","OTHER"
"How can a password and username work online, but keep coming up with incorrect password or user.","INFORMATION SEEKING"
"Rediculous.","OTHER"
"Fix it.","PROBLEM DISCOVERY"
"Beginning to wish i stayed with blogspot.","OTHER"
"10tothetenthpowerpromos","OTHER"
"I like this app but I wish it gave the ability to manage user accounts.","FEATURE REQUEST"
"Perhaps it does and I just can't figure it out.","PROBLEM DISCOVERY"
"So for account and page management it would get 4 stars, but with no user management it loses a star.","OTHER"
"Always says device out of memory.","OTHER"
"Completely unable to upload any photos.","OTHER"
"I've a self hosted site and I've created some categories for the blog/news but the app defaults them back to News regardless of what I select and publish.","INFORMATION GIVING"
"Useless","OTHER"
"Not usefull.","OTHER"
":/","OTHER"
"Love everything about it.","OTHER"
"It's fantastic, no more signing in on each new page,  I can flow throughout WordPress without the need to frustratingly sign in.","OTHER"
"Refresh pages, and for the first time I uploaded a blog through WordPress with no problems.","OTHER"
"I would like to see though, a preview button when you have written a blog through app to upload.","OTHER"
"I had to upload blog first to see it's appearance, to then only edit it a few times because of the lay out.","OTHER"
"Otherwise,  for now I have no problems.","PROBLEM DISCOVERY"
"Thank you for considering my feedback previous","INFORMATION GIVING"
"Highly useful!","OTHER"
"Couldn't be happier with this app.","PROBLEM DISCOVERY"
"I love that you can edit posts on the app.","INFORMATION GIVING"
"Sometimes I notice typos or errors when I'm nowhere near a computer, so it's great that I can fix them on the go.","PROBLEM DISCOVERY"
"Five stars.","OTHER"
"This is really cool app.","OTHER"
"Another update and now 'no go'.","OTHER"
"Time to change host.","OTHER"
"Things that were deleted still show up in the app.","OTHER"
